ordinal,section,menu_path,depth,title,node_id,kind,slug,url,page_status,attempts,checked_at,official_title,updated_date,display_update_time,device_version,html_length,text_length,content_sha256,heading_count,code_count,table_count,admonition_count,image_count,summary,error
2025,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 请求用户授权,5,请求用户授权,000201786024812562563d86c2cf50cd,document,request_user_authorization,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/request_user_authorization,success,1,2026-08-10T17:55:51+08:00,请求用户授权,2026-08-06 13:59:59,2026-04-20 06:34:33,,6237,2110,bc1baa01c5ed324015bf462551b6cd891aaa41b0fd7712fdea1b583c88aef6ff,3,2,0,2,3,"为保护用户隐私，Wear Engine的API需要用户授权才可以正常访问。建议开发者在用户首次调用Wear Engine开放能力的时候执行本章节操作。 应用拉起华为账号登录和授权界面，由用户授权相应的数据访问权限。用户可以自主选择授权的数据类型，可以只授权部分数据权限。 应用调用 wearEngine 中的 getAuthClient 方法，获取 AuthClient 对象。 定义需要用户授权的权限请求类 AuthorizationRequest 。 调用 requestAuthorization 方法，向用户请求权限。执行成功后，会弹出授权界面，让用户选择授予权限（若未登录华为账号则会先弹出登录界面）。当用户允许后才能正常使用接口，否则会遇到错误码为201的提示。 请确保向用户请求的权限已在 申请接入Wear Engine服务 中审批通过，否则会遇到错误码为1008500004的提示。 该功能可以多次调用，如果申请的权限之前已经授予了，不会再弹出授权页面，接口会返回已经授权的权限。 通过入参的 AuthorizationRequest 对象，获取应用需要的权限。参见步骤3中 权限说明 了解应用所需请求的权限类型。 通过 AuthorizationResponse 对象，返回用户的授权结果。 // 在使用Wear Engine服务前，请导入WearEngine与相关模块
import { wearEngine } from '@kit.WearEngine';
import { BusinessError } from '@kit.BasicServicesKit';

// 步骤1：获取AuthClient对象
let authClient: wearEngine.AuthClient = wearEngine.getAuthClient(this.getUIContext().getHostContext());

// 步骤2：基于需要用户授权的权限定义权限请求类
let request: wearEngine.AuthorizationRequest = {
permissions: [wearEngine.Permission.USER_STATUS]
}

// 步骤3：请求用户授权
authClient.requestAuthorization(request).then(result => {
console.info(`Succeeded in requesting authorize, authorized permissions is ${result.permissions}`);
}).catch((error: BusinessError) => {
console.error(`Failed to request authori",
2026,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 穿戴设备信息查询,5,穿戴设备信息查询,000201786024812562606f5628cba5bf,document,query_device_info,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/query_device_info,success,1,2026-08-10T17:55:51+08:00,穿戴设备信息查询,2026-08-06 14:00:01,2026-05-12 09:31:20,,10805,4061,b7274506825d6991c99fa65d1bc7383d679d17c3864054beaefe51d3c465d38f,4,10,0,3,3,"该接口的调用需要在开发者联盟申请设备基础信息权限（请参考 申请接入Wear Engine服务 ）。 通过 Device 对象中的方法 isWearEngineCapabilitySupported 查询穿戴设备是否支持某种WearEngine能力集。 应用调用 wearEngine 中的 getDeviceClient 方法，获取 DeviceClient 对象。 let deviceClient: wearEngine.DeviceClient = wearEngine.getDeviceClient(this.getUIContext().getHostContext()); 应用调用 wearEngine 中的 getDeviceClient 方法，获取 DeviceClient 对象。 调用 getConnectedDevices 方法，获取已连接的设备列表。 let deviceList: wearEngine.Device[] = [];
deviceClient.getConnectedDevices().then(devices => {
// 存储已连接的设备列表
deviceList = devices;
console.info(`Succeeded in getting deviceList, devices number is ${deviceList.length}`);
}).catch((error: BusinessError) => {
// 处理调用失败时捕获到的异常
console.error(`Failed to get deviceList. Code is ${error.code}, message is ${error.message}`);
}); 调用 getConnectedDevices 方法，获取已连接的设备列表。 调用 Device 对象中的 isWearEngineCapabilitySupported 接口可查询该设备是否支持传入的WearEngine能力（true：支持；false：不支持），以P2P能力为例。 if (deviceList.length > 0) {
// 步骤3 从得到的设备列表中选取目标设备，并定义为device(假设数组中存在已连接设备且第一位即为目标设备)
let targetDevice: wearEngine.Device = deviceList[0];

// 步骤4 调用设备的方法查询是否支持某种WearEngine能力（以P2P为例）
targetDevice.isWearEngineCapabilitySupported(wearEngine.WearEngineCapability.P2P_COMMUNICATION).then((isSupport",
2027,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 目标设备选择,5,目标设备选择,000201786024812562617fae2828c2bc,document,we-device-selection,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/we-device-selection,success,1,2026-08-10T17:55:51+08:00,目标设备选择,2026-08-06 14:00:02,2026-08-07 10:00:25,,5564,2577,df9596e5f5e1725ead36bcb7d932a5fecaa7ded4c266f92fcc810add30ad6dc5,5,3,0,0,0,当获取到的已连接设备列表中包含多个设备时，需要根据业务需求正确挑选目标设备。 获取到的设备 Device 类中，包含有 DeviceCategory 字段，表明了当前设备的类型，可根据设备的类型挑选目标设备。 参见 已连接穿戴设备查询 章节，获取已连接设备列表。 从已连接设备列表中根据设备类型选定需要通信的设备。 获取到的设备中包含了查询能力集的方法，可参考 穿戴设备信息查询 章节。 从已连接设备列表中根据WearEngine能力集选定需要通信的设备。 从已连接设备列表中根据Device能力集选定需要通信的设备。,
2028,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 应用间消息通信,5,应用间消息通信,000201786024812562632ccb98f2aa8a,document,p2p_communication,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/p2p_communication,success,1,2026-08-10T17:55:52+08:00,应用间消息通信,2026-08-06 14:00:03,2026-05-12 09:31:20,,30128,11614,358dc4e373ed43f52a4c20c416165ebc1126d9ea577d38b9fba34237a2891ab8,11,14,0,6,6,"在手机侧与穿戴设备侧构建应用到应用的通信隧道，用于收发应用自定义的报文消息以及文件。实现手机应用和穿戴设备应用间的交互，为用户提供分布式场景和体验。比如手机应用发送音频文件到穿戴设备侧应用，实现在穿戴设备侧应用上播放音乐；手机应用发送暂停指令，实现穿戴设备音乐播放暂停等。 收发点对点消息前，需要确保应用已在开发者联盟申请获取设备基础信息权限（参见 申请接入Wear Engine服务 ），否则接口将调用失败。 使用该功能前，请确保穿戴设备支持应用安装能力（参见 目标设备选择 ），同时穿戴设备侧已有对应的应用（参见 穿戴侧应用开发 ）。 手机App和穿戴设备App必须同时处于启动状态。 当手机App启动且穿戴设备App没有启动时，手机App可以通过 startRemoteApp 方法拉起穿戴设备App。 该接口的调用需要在开发者联盟申请设备基础信息权限（请参考 申请接入Wear Engine服务 ）。 参见 已连接穿戴设备查询 章节，获取已连接设备列表。 参见 目标设备选择 章节，从已连接设备列表中选定需要通信的设备。 调用 wearEngine 中的 getP2pClient 方法，获取 P2pClient 对象。 调用 isRemoteAppInstalled 方法，查看是否安装指定的设备应用。 // 将设备侧应用包名定义为remoteBundleName
let remoteBundleName: string = '';

// 步骤3 获取P2pClient对象
let p2pClient: wearEngine.P2pClient = wearEngine.getP2pClient(this.getUIContext().getHostContext());

// 步骤4 查看是否安装指定的设备侧应用
p2pClient.isRemoteAppInstalled(targetDevice.randomId, remoteBundleName).then((isInstall) => {
console.info(`Succeeded in checking remote app install, result is ${isInstall}.`);
}).catch((error: BusinessError) => {
console.error(`Failed to check remote app install. Code is ${error.code}, message is ${error.message}.`);
});",
2029,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 状态查询与订阅,5,状态查询与订阅,00020178602481256265389d955ec6e1,document,query_and_subscribe_status,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/query_and_subscribe_status,success,1,2026-08-10T17:55:51+08:00,状态查询与订阅,2026-08-06 14:00:04,2026-05-12 09:31:20,,13046,3816,361ca7be268df43f171a737c93460c8a692405b8e1bd0e2eb35484ad6600197e,3,3,2,2,2,"该接口的调用需要在开发者联盟申请设备基础信息权限与穿戴用户状态权限（请参考 申请接入Wear Engine服务 ），穿戴用户状态权限还需获得用户授权。 订阅穿戴设备连接状态、低电量告警、用户心率告警。 查询和订阅穿戴设备充电状态、佩戴状态、设备模式。 使用该接口前，需要确保应用已申请相应权限（参见 申请接入Wear Engine服务 ）同时向手机侧用户申请获取对应权限的授权（参见 请求用户授权 ），否则接口将调用失败。 - 3：手机与设备断开（断开蓝牙或拉远距离） - 0：设备从超长续航模式切换到智能模式 - 1：设备从智能模式切换到超长续航模式 表2 申请权限：穿戴用户状态USER_STATUS（仅限企业开发者） 备注：打开运动健康App 设备，在应用和服务列表中，点击心率，设置相应的心率提醒。 穿戴设备侧无对应的应用，手机侧应用也可以使用该能力获取穿戴设备状态。 在查询或订阅穿戴设备电量、充电、佩戴、心率告警状态时，请确保穿戴设备和华为运动健康App处于连接状态。用户可进入App“设备”界面查看设备是否在线。开发者可调用 getConnectedDevices 或根据返回错误码了解设备是否已连接手机，如果设备未连接则提醒用户重新连接设备。 查询和订阅佩戴状态、心率告警时，需要申请穿戴用户状态 USER_STATUS 权限。 穿戴设备的状态可以调用 MonitorClient 对象中的 queryStatus 方法获取到。一次只能查询一个状态。 参见 已连接穿戴设备查询 章节，获取已连接设备列表。 参见 目标设备选择 章节，从已连接设备列表中选定需要通信的设备。 调用 wearEngine 中的 getMonitorClient 方法，获取 MonitorClient 对象。 调用 queryStatus 方法，查询指定指标状态。 通过 MonitorItem 对象，查询指定指标状态。目前支持查询的状态如下： “电量状态”字段：POWER_STATUS。 “充电状态”字段：CHARGE_STATUS。 “佩戴状态”字段：WEAR_STATUS。 “设备模式”字段：POWER_MODE。 “可用内存”字段：AVAILABLE_STORAGE_SPACE 通过 MonitorData 对象，返回指定指标状态的查询结果。 // 步骤3 获取MonitorClient对象
let monitorClient: wearEngine.MonitorClient = wearEngine.getMonitorClient(this.getUIContext().getHostContext());

// 步骤4 查询指定指标状态（以佩戴状态为例）
monitorClient.queryStatus(targetDevice.randomId, wearEngine.",
2030,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 穿戴设备模板化通知,5,穿戴设备模板化通知,00020178602481256265683893cee5de,document,device_notification,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/device_notification,success,1,2026-08-10T17:55:51+08:00,穿戴设备模板化通知,2026-08-06 14:00:04,2026-04-20 06:34:33,,5044,1682,e098a38447502bcba6bb50eda248e9054c6757b8add587f34f0c1c94e129e97f,2,1,0,2,3,"手机侧应用向穿戴设备发送通知，并在穿戴设备上按模板显示，支持穿戴设备收到通知后同步振动或响铃（跟随穿戴设备系统设置）。执行成功后，穿戴设备上会显示下图所示通知界面。 该接口无需用户授权，仅需要确保应用已申请消息通知权限（参见 申请接入Wear Engine服务 ），否则接口将调用失败。 穿戴设备侧无对应的应用也可以显示模板化通知。 请确保穿戴设备和华为运动健康App处于连接状态。用户可进入App“设备”界面查看设备是否在线。开发者可调用 getConnectedDevices 方法了解设备是否在线，如果返回列表中不包含目标设备，则提醒用户重新连接该设备。 穿戴设备振动或响铃的条件： 穿戴设备侧已开启振动或响铃； 穿戴设备处于佩戴状态； 穿戴设备未开启勿扰模式。 通知在穿戴设备上自动弹出通知的条件： 穿戴设备处于佩戴状态； 穿戴设备未开启勿扰模式。 该接口的调用需要在开发者联盟申请消息通知权限（请参考 申请接入Wear Engine服务 ）。 参见 已连接穿戴设备查询 章节，获取已连接设备列表。 参见 目标设备选择 章节，从已连接设备列表中选定需要通信的设备。 调用 wearEngine 中的 getNotifyClient 方法，获取 NotifyClient 对象。 定义 NotificationOptions 配置参数类。 调用 notify 方法，从手机上的应用发送通知到穿戴设备侧。 // 步骤3 获取NotifyClient对象
let notifyClient: wearEngine.NotifyClient = wearEngine.getNotifyClient(this.getUIContext().getHostContext());

// 步骤4 构造NotificationOptions对象
let button1: wearEngine.NotificationButton = {
buttonId: wearEngine.ButtonId.FIRST_BUTTON,
// 按钮内容最大长度为12字节
content: 'button_1'
}
let type1Notification: wearEngine.Notification = {
type: wearEngine.NotificationType.NOTIFICATION_WITH_ONE_BUTTON,
// 包名与标题的最大长度为28字节
bundleName: 'bundleName',
title: 'title',
// 消息内容最大长度为400字节
text: 'text',
buttons: [button1]
}
let options: wearEngine.NotificationOptions = {
notification: type1Not",
2031,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 穿戴设备传感器获取,5,穿戴设备传感器获取,0002017860248125626630aceb1dd1ab,document,device_sensor,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/device_sensor,success,1,2026-08-10T17:55:51+08:00,穿戴设备传感器获取,2026-08-06 14:00:04,2026-04-20 06:34:33,,16349,4637,31eb69b38c2e1963b5a89e39ba1b6903e10ce75d827948183124f3edb4013a70,4,2,2,6,6,"手机侧应用可以通过Wear Engine获取穿戴设备上的传感器信息，并通过打开、关闭命令控制获取传感器数据。 使用传感器相关接口前，需要向手机侧用户申请获取对应权限的授权（参见 请求用户授权 ），否则接口将调用失败。 穿戴设备侧无对应的应用，手机侧应用也可以使用该能力获取穿戴设备传感器。 请确保穿戴设备和华为运动健康App处于连接状态。用户可进入App“设备”界面查看设备是否在线。开发者可调用 getConnectedDevices 方法了解设备是否在线，如果返回列表中不包含目标设备，则提醒用户重新连接该设备。 该接口的调用需要在开发者联盟申请运动传感器权限或人体传感器（受限开放，请参考 申请接入Wear Engine服务 ）权限并获得用户授权。 手机侧应用可以获取穿戴设备上传感器列表，并获得这些传感器的名称、ID、上报周期等参数。 参见 已连接穿戴设备查询 章节，获取已连接设备列表。 参见 目标设备选择 章节，从已连接设备列表中选定需要通信的设备。 调用 wearEngine 中的 getSensorClient 方法，获取 SensorClient 对象。 调用 getSensorList 方法，获取指定连接设备的传感器列表。 // 步骤3 获取SensorClient客户端
let sensorClient: wearEngine.SensorClient = wearEngine.getSensorClient(this.getUIContext().getHostContext());

// 步骤4 获取指定连接设备的传感器列表
sensorClient.getSensorList(targetDevice.randomId).then((sensorList) => {
console.info(`Succeeded in getting sensor list, result is ${sensorList}`);
}).catch((error: BusinessError) => {
console.error(`Failed to get sensor list. Code is ${error.code}, message is ${error.message}`);
})",
2032,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 手机侧应用开发 > 应用开发 > 管理应用与Wear Engine服务的连接状态,5,管理应用与Wear Engine服务的连接状态,00020178602481256267115be52ee80c,document,wearengine_service_status,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_service_status,success,1,2026-08-10T17:55:51+08:00,管理应用与Wear Engine服务的连接状态,2026-08-06 14:00:05,2026-05-12 09:31:20,,3783,1719,17c9c6cf570dac52bb239dd413b303f43ed2c7ebf4b4dfcc3660bec3f2f24806,3,6,0,0,0,"华为运动健康App在后台停止服务（如功耗过高），从而导致应用与Wear Engine服务的连接状态发生变化。对于类似这种不确定的断开情况，开发者可以通过本功能特性了解当前应用和Wear Engine的连接状态。前提是在服务断开前，开发者已经使用该功能订阅过对Wear Engine服务连接状态的监测。 在使用Wear Engine服务前，请导入WearEngine与相关模块。 import { wearEngine } from '@kit.WearEngine';
import { BusinessError } from '@kit.BasicServicesKit'; 在使用Wear Engine服务前，请导入WearEngine与相关模块。 构造当服务连接断开时执行的回调函数。 let callback = () => {
console.info(`The service destruction event`);
}; 调用 wearEngine 中的 on 方法，订阅监听应用与Wear Engine服务的断联事件。 try {
wearEngine.on('serviceDie', callback);
console.info(`Succeeded in subscribing the service destruction event.`);
} catch (error) {
const err: BusinessError = error as BusinessError;
console.error(`Failed to subscribe the service destruction event. Code is ${err.code}, message is ${err.message}`);
}; 调用 wearEngine 中的 on 方法，订阅监听应用与Wear Engine服务的断联事件。 调用 wearEngine 中的 off 方法，取消监听应用与Wear Engine服务的断联事件。需要传入订阅监听时的同一个回调函数对象。 try {
wearEngine.off('serviceDie', callback);
console.info(`Succeeded in unsubscribing the service destruction event.`);
} catch (error) {
const err: BusinessError = error as BusinessError;
console.error(`Failed to unsubscribe the service destruction event. Code is ${err.code}, message is ${err.message",
2033,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 穿戴侧应用开发,3,穿戴侧应用开发,000201786024812562954af7937fef5f,document-branch,wearengine_watchdev,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_watchdev,success,1,2026-08-10T17:55:51+08:00,穿戴侧应用开发,2026-08-06 13:59:14,2026-04-20 06:34:33,,521,25,8a2c161029c15ea28fad988cf3e8c5a7a7e07903218f415fd26376fa34b58df8,1,0,0,0,0,"穿戴侧应用开发
已连接对端设备查询
应用间消息通信",
2034,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 穿戴侧应用开发 > 已连接对端设备查询,4,已连接对端设备查询,0002017860248125621701de186d1323,document,watch_query_connected_devices,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/watch_query_connected_devices,success,1,2026-08-10T17:55:51+08:00,已连接对端设备查询,2026-08-06 13:59:32,2026-06-27 10:02:54,,2095,1318,79d8bff4f9e18cbe87f0ac41024dbff542014f0fb5b09495d16d8542eb9ad1ec,1,1,0,0,0,"Wear Engine提供查询用户在穿戴侧已连接的对端设备列表的接口。 建议开发者在使用Wear Engine其他API接口前先实现该接口功能，从已连接的对端设备列表中选定设备。 调用 getDeviceClient 方法，获取 DeviceClient 对象。 调用 getConnectedDevices 方法，查询用户已连接的穿戴设备列表。 从已连接设备列表中选定需要通信的对端设备。 查询对端设备的操作系统类型。 // 在使用Wear Engine服务前，请导入wearEngine与相关模块
import { wearEngine } from '@kit.WearEngine';
import { BusinessError } from '@kit.BasicServicesKit';

// 步骤1：获取DeviceClient对象
// this.getUIContext().getHostContext() 表示应用上下文Context对象
let deviceClient: wearEngine.DeviceClient = wearEngine.getDeviceClient(this.getUIContext().getHostContext());
// 声明目标设备
let targetDevice: wearEngine.Device;

// 步骤2：调用getConnectedDevices方法，查询用户是否有已连接的对端设备
deviceClient.getConnectedDevices().then(devices => {
console.info(`Succeeded in getting deviceList, deviceList number is ${devices.length}`);
// 步骤3：从已连接设备列表中选定需要通信的设备
if (devices.length > 0) {
targetDevice = devices[0];
console.info(`Succeeded in getting target device.`);
// 步骤4：查询对端设备的操作系统类型
let osCategory: wearEngine.OsCategory | undefined = targetDevice.osCategory;
console.info(`The osCategory of target device is ${osCategory}`);
} else {
console.error(`Failed to get target device. deviceList is empty.`);
}
}).catch((error: BusinessError) => {
// 处理调用",
2035,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 穿戴侧应用开发 > 应用间消息通信,4,应用间消息通信,0002017860248125622877a30e8b3f51,document,watch_p2p_communication,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/watch_p2p_communication,success,1,2026-08-10T17:55:51+08:00,应用间消息通信,2026-08-06 13:59:39,2026-07-24 10:38:53,,22040,10173,17b8de8f76193fdaf2f0445bb412ade1064d76049e4ce6b44282d1fac8d94a8c,11,14,0,1,1,"使用该功能前，请确保对端设备侧已有对应的应用。 对端设备侧应用和穿戴设备应用必须同时处于已启动状态。 参见 已连接对端设备查询 章节，从已连接设备列表中选定需要通信的对端设备。 调用 getP2pClient 方法，获取 P2pClient 对象。 调用 isRemoteAppInstalled 方法，查看对端设备是否安装指定应用。 // 将对端应用包名定义为remoteBundleName
let remoteBundleName: string = '';

// 步骤2 获取P2pClient对象
let p2pClient: wearEngine.P2pClient = wearEngine.getP2pClient(this.getUIContext().getHostContext());

// 步骤3 查看是否安装指定的对端应用
p2pClient.isRemoteAppInstalled(targetDevice.randomId, remoteBundleName).then((isInstall) => {
console.info(`Succeeded in checking remote app install, result is ${isInstall}.`);
}).catch((error: BusinessError) => {
console.error(`Failed to check remote app install. Code is ${error.code}, message is ${error.message}.`);
}) 调用 isRemoteAppInstalled 方法，查看对端设备是否安装指定应用。 消息长度大小的限制为4096字节。针对消息长度超过限制的情况可以采用发送文件（文件大小不超过100MB）的方式或进行消息分包控制。 穿戴侧实现发送消息和文件功能后，对端应用需要实现接收消息和文件的功能。 为了使用工具类构造消息体，请先导入所需模块。 import { util } from '@kit.ArkTS'; 为了使用工具类构造消息体，请先导入所需模块。",
2036,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > 调测验证,3,调测验证,00020178602481256296816a02476432,document,wearengine_verification,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_verification,success,1,2026-08-10T17:55:51+08:00,调测验证,2026-08-06 13:59:16,2026-04-20 06:34:33,,9681,2940,55578935575a05a6c79d2ed7c56bb7759c5cdb6e96177137b411a73ae78fa397,1,0,3,0,0,手机已安装华为运动健康App，已登录华为账号。 1. 打开手机侧三方App，调用用户授权接口。 2. 在用户授权页面手动打开相应的权限开关。 3. 在授权页面的最下方，点击“确定”。 - 步骤4中，接口调用时不会返回The HUAWEI ID is not authorized的错误信息。 穿戴设备侧安装对应的穿戴设备三方App。 穿戴设备已在华为运动健康App绑定，连接正常。 1. 穿戴设备侧三方App调用接口注册消息接收器。 2. 在手机侧三方App调用消息发送接口，向穿戴设备侧三方App发送消息。 3. 查看穿戴设备侧App接收到的消息是否与手机侧发送的消息一致。 4. 穿戴设备侧三方App调用取消注册消息接收器接口。 5. 在手机侧三方App调用消息发送接口，向穿戴设备侧发送消息。 - 步骤2中，手机侧三方App发送消息成功，发送进度最终为100，接口调用返回码为207。 - 步骤3中，穿戴设备侧三方App收到的消息与手机侧发送的消息一致。 - 步骤5中，手机侧三方App发送消息失败，接口调用返回码为206。 - 步骤6中，穿戴设备侧三方App未收到消息。 1. 穿戴设备侧三方App调用接口注册文件接收器。 2. 在手机侧三方App调用文件发送接口，向穿戴设备侧三方App发送文件。 3. 查看穿戴设备侧App接收到的文件是否与发送的文件一致。 4. 穿戴设备侧三方App调用取消注册文件接收器接口。 5. 在手机侧三方App调用文件发送接口，向穿戴设备侧发送文件。 - 步骤2中，手机侧三方App发送文件成功，发送进度最终为100，接口调用返回码为207。 - 步骤3中，穿戴设备侧三方App收到的文件与手机侧发送的文件一致（三方应用通过穿戴设备侧demo实现）。 - 步骤5中，手机侧三方App发送文件失败，接口调用返回码为206。 - 步骤6中，穿戴设备侧三方App未收到文件。 1. 手机侧三方App调用接口注册消息接收器。 2. 在穿戴设备侧三方App调用消息发送接口，向手机侧三方App发送消息。 3. 查看手机侧三方App接收到的消息是否与穿戴设备侧发送的消息一致。 5. 在穿戴设备侧调用消息发送接口，向手机侧发送消息。,
2037,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > Wear Engine常见问题,3,Wear Engine常见问题,000201786024812562007750b7d29f77,document-branch,wearengine_faq,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_faq,success,1,2026-08-10T17:55:52+08:00,Wear Engine常见问题,2026-08-06 13:59:18,2026-07-17 09:35:24,,1738,254,ce17296dddfebd8d29092865eacbef274547effd55073108efd435bbfe2ef4b9,1,0,0,0,0,如果工程已有APP ID，是否需要重新申请，填写新的APP ID 接口调用时返回App has not applied for the Wear Engine service错误信息 HR传感器数据中，存在数值为0或255的异常情况 手机和轻量级智能穿戴设备通信，提示错误码206 手机侧应用发送文件给穿戴设备侧应用时，提示错误码1008500011 更多：若以上FAQ仍不能解决，可通过在线提单反馈,
2038,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > Wear Engine常见问题 > 如果工程已有APP ID，是否需要重新申请，填写新的APP ID,4,如果工程已有APP ID，是否需要重新申请，填写新的APP ID,000201786024812562209e6d0722dd13,document,wearengine_faq-1,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_faq-1,success,1,2026-08-10T17:55:51+08:00,如果工程已有APP ID，是否需要重新申请，填写新的APP ID,2026-08-06 13:59:32,2026-03-09 02:50:43,,272,105,46536cbeb44ea819819bddbc56057dd8abfdd914bb21d4588351efcecd5c2873,1,0,0,0,0,若APP ID已在华为开发者联盟官网完成注册，则无需重复申请。但需确保应用包名、APP ID及证书指纹信息与注册开发者账号时提交的数据完全一致。,
2039,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > Wear Engine常见问题 > 如何获取应用指纹,4,如何获取应用指纹,000201786024812562217b2ebdb05f8a,document,wearengine_faq-9,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_faq-9,success,1,2026-08-10T17:55:51+08:00,如何获取应用指纹,2026-08-06 13:59:39,2026-07-28 11:23:46,,5670,1580,43ad387e849eadfb885d5a1447f1e1ba0e57a2e91fc4c54b12f1bb907cf4b0ca,5,2,0,0,5,"iOS手机侧应用没有指纹信息，需填写非空字符串作为指纹信息，更多请参考 手机侧应用发送点对点消息 。 Android手机侧应用开发时，应用指纹信息是SHA256指纹，操作如下。 生成签名证书，具体请参考 配置签名证书 。 使用JDK携带的Keytool工具导出签名证书中的SHA256信息。 Windows系统 a. 打开cmd命令行工具，执行cd命令进入keytool.exe所在的目录。 b. 执行keytool -list -v -keystore <keystore-file>命令，其中<keystore-file>为应用签名证书的完整路径。 示例： cd C:\Program Files\Java\jdk\bin
keytool -list -v -keystore C:\TestApp.jks macOS系统 打开Terminal终端，执行命令keytool -list -v -keystore <keystore-file>，其中<keystore-file>为应用签名证书的完整路径，按提示进行操作。 示例： keytool -list -v -keystore /Users/admin/Downloads/Demo.jks 使用JDK携带的Keytool工具导出签名证书中的SHA256信息。 a. 打开cmd命令行工具，执行cd命令进入keytool.exe所在的目录。 b. 执行keytool -list -v -keystore <keystore-file>命令，其中<keystore-file>为应用签名证书的完整路径。 打开Terminal终端，执行命令keytool -list -v -keystore <keystore-file>，其中<keystore-file>为应用签名证书的完整路径，按提示进行操作。 获取SHA256指纹，下图为Windows示例。 HarmonyOS 5.0之前（如HarmonyOS 2.x/3.x/4.x）版本的手机侧应用开发时，应用指纹信息是SHA256指纹。具体请参考 Android手机侧应用 。 Phone/Tablet/Wearable设备的应用，应用指纹信息是AppGallery Connect平台提供的APP ID值。 登录 AppGallery Connect 平台，在“开发与服务”中选择目标应用，获取“项目设置 > 常规 > 应用”的APP ID。",
2040,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > Wear Engine常见问题 > 没有弹出用户授权界面,4,没有弹出用户授权界面,000201786024812562356d833ef7a3a3,document,wearengine_faq-2,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_faq-2,success,1,2026-08-10T17:55:51+08:00,没有弹出用户授权界面,2026-08-06 13:59:43,2026-04-20 06:34:33,,369,64,89f1343a7b9df3a64209a5dcc6bd2a1d17fed4ab6192ed1a14de5e8c31292151,1,0,0,0,0,首次使用运动健康App，请打开App同意相关的隐私声明。 请确保已按照 请求用户授权 章节，完成功能开发。,
2041,开发,开发 > 系统 > 硬件 > Wear Engine Kit（穿戴服务） > Wear Engine常见问题 > 接口调用时返回App has not applied for the Wear Engine service错误信息,4,接口调用时返回App has not applied for the Wear Engine service错误信息,00020178602481256239766afa1c04e3,document,wearengine_faq-3,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/wearengine_faq-3,success,1,2026-08-10T17:55:51+08:00,接口调用时返回App has not applied for the Wear Engine service错误信息,2026-08-06 13:59:46,2026-04-20 06:34:33,,736,335,ab57b68da4c97d25f72768743a7b2fe11a7aadb180cbf78d7de73dc7498f3e8a,1,0,0,0,0,请确保已在华为开发者联盟网站完成了 申请接入Wear Engine服务 ，并已审批通过。 如果已申请了Wear Engine服务并且通过审批，仍返回App has not applied for the Wear Engine service错误信息，可能是您在华为联盟网站上申请Wear Engine服务前已经调用过相关接口，申请审核通过后，本地已缓存的未申请权限的记录未更新（每24小时自动刷新一次）。请在应用管理中清除华为运动健康App数据，或卸载重装华为运动健康App后重试。 如仍无法解决，请通过华为开发者联盟的“ 在线提单 ”获取人工帮助。,
