ordinal,kind,section,depth,title,menu_path,node_id,parent_id,is_leaf,has_children,has_document,slug,url,label_no
1218,document,开发,4,密钥生成与转换介绍,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成与转换介绍,00020178602481256213238e61e20a54,000201786024812562921534553b41b5,True,False,True,crypto-key-generation-conversion-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-key-generation-conversion-overview,
1219,document-branch,开发,4,密钥生成和转换规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换规格,000201786024812562294047dd9e4930,000201786024812562921534553b41b5,False,True,True,crypto-key-generation-conversion-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-key-generation-conversion-spec,
1220,document,开发,5,对称密钥生成和转换规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换规格 > 对称密钥生成和转换规格,000201786024812562501fcfb9194fe0,000201786024812562294047dd9e4930,True,False,True,crypto-sym-key-generation-conversion-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sym-key-generation-conversion-spec,
1221,document,开发,5,非对称密钥生成和转换规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换规格 > 非对称密钥生成和转换规格,000201786024812562580a2cdd8d0094,000201786024812562294047dd9e4930,True,False,True,crypto-asym-key-generation-conversion-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-asym-key-generation-conversion-spec,
1222,document-branch,开发,4,密钥生成和转换开发指导,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导,000201786024812562309c9fc9cf80d8,000201786024812562921534553b41b5,False,True,True,crypto-key-generation-conversion-dev,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-key-generation-conversion-dev,
1223,document,开发,5,随机生成对称密钥(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 随机生成对称密钥(ArkTS),00020178602481256252109c3514ba54,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-sym-key-randomly,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-sym-key-randomly,
1224,document,开发,5,随机生成对称密钥(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 随机生成对称密钥(C/C++),000201786024812562564e46059a7481,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-sym-key-randomly-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-sym-key-randomly-ndk,
1225,document,开发,5,指定二进制数据转换对称密钥(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定二进制数据转换对称密钥(ArkTS),0002017860248125625959180761935f,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-binary-data-to-sym-key,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-binary-data-to-sym-key,
1226,document,开发,5,指定二进制数据转换对称密钥(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定二进制数据转换对称密钥(C/C++),000201786024812562625ced64440e64,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-binary-data-to-sym-key-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-binary-data-to-sym-key-ndk,
1227,document,开发,5,随机生成非对称密钥对(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 随机生成非对称密钥对(ArkTS),00020178602481256264129151369211,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-asym-key-pair-randomly,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-asym-key-pair-randomly,
1228,document,开发,5,随机生成非对称密钥对(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 随机生成非对称密钥对(C/C++),0002017860248125626487a7731bcecf,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-asym-key-pair-randomly-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-asym-key-pair-randomly-ndk,
1229,document,开发,5,指定二进制数据转换非对称密钥对(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定二进制数据转换非对称密钥对(ArkTS),00020178602481256265773ae562aee3,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-binary-data-to-asym-key-pair,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-binary-data-to-asym-key-pair,
1230,document,开发,5,指定二进制数据转换非对称密钥对(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定二进制数据转换非对称密钥对(C/C++),0002017860248125626676cfe7fcd586,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-binary-data-to-asym-key-pair-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-binary-data-to-asym-key-pair-ndk,
1231,document,开发,5,指定密钥参数生成非对称密钥对(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定密钥参数生成非对称密钥对(ArkTS),000201786024812562670dc267aedc6a,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-asym-key-pair-from-key-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-asym-key-pair-from-key-spec,
1232,document,开发,5,指定密钥参数生成非对称密钥对(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定密钥参数生成非对称密钥对(C/C++),00020178602481256267333c723992e7,000201786024812562309c9fc9cf80d8,True,False,True,crypto-generate-asym-key-pair-from-key-spec-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-generate-asym-key-pair-from-key-spec-ndk,
1233,document,开发,5,使用ECC压缩/非压缩公钥格式转换(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用ECC压缩/非压缩公钥格式转换(ArkTS),0002017860248125626788f046effcd8,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-compressed-or-uncompressed-ecc-pubkey,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-compressed-or-uncompressed-ecc-pubkey,
1234,document,开发,5,使用ECC压缩/非压缩公钥格式转换(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用ECC压缩/非压缩公钥格式转换(C/C++),000201786024812562679b68ae49bc5d,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-compressed-or-uncompressed-ecc-pubkey-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-compressed-or-uncompressed-ecc-pubkey-ndk,
1235,document,开发,5,使用ECC压缩/非压缩点格式转换(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用ECC压缩/非压缩点格式转换(ArkTS),0002017860248125626836f6bb4a50ff,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-compressed-or-uncompressed-ecc-point,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-compressed-or-uncompressed-ecc-point,
1236,document,开发,5,使用ECC压缩/非压缩点格式转换(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用ECC压缩/非压缩点格式转换(C/C++),000201786024812562687d93702dda12,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-compressed-or-uncompressed-ecc-point-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-compressed-or-uncompressed-ecc-point-ndk,
1237,document,开发,5,指定PEM格式字符串数据转换非对称密钥对(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定PEM格式字符串数据转换非对称密钥对(ArkTS),000201786024812562689c5aaf7cacbd,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-string-data-to-asym-key-pair,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-string-data-to-asym-key-pair,
1238,document,开发,5,指定PEM格式字符串数据转换非对称密钥对(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 指定PEM格式字符串数据转换非对称密钥对(C/C++),000201786024812562691e7b5c6bbc9d,000201786024812562309c9fc9cf80d8,True,False,True,crypto-convert-string-data-to-asym-key-pair-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-convert-string-data-to-asym-key-pair-ndk,
1239,document,开发,5,使用RSA私钥进行编码解码(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用RSA私钥进行编码解码(ArkTS),000201786024812562696ca57dee6d25,000201786024812562309c9fc9cf80d8,True,False,True,crypto-rsa-encoded-decoded,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-rsa-encoded-decoded,
1240,document,开发,5,使用RSA私钥进行编码解码(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用RSA私钥进行编码解码(C/C++),0002017860248125626973dc2fba46b7,000201786024812562309c9fc9cf80d8,True,False,True,crypto-rsa-encoded-decoded-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-rsa-encoded-decoded-ndk,
1241,document,开发,5,使用私钥对象获取公钥对象(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用私钥对象获取公钥对象(ArkTS),0002017860248125627018f49ebce545,000201786024812562309c9fc9cf80d8,True,False,True,crypto-prikey-to-get-pubkey,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-prikey-to-get-pubkey,
1242,document,开发,5,使用私钥对象获取公钥对象(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 密钥生成和转换 > 密钥生成和转换开发指导 > 使用私钥对象获取公钥对象(C/C++),00020178602481256270261d95331e14,000201786024812562309c9fc9cf80d8,True,False,True,crypto-prikey-to-get-pubkey-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-prikey-to-get-pubkey-ndk,
1243,document-branch,开发,3,加解密,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密,0002017860248125629260648159e5f8,0002017860248125628203a4930a846c,False,True,True,crypto-encryption-decryption,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encryption-decryption,
1244,document,开发,4,加解密介绍,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密介绍,000201786024812562117a1a0180a71b,0002017860248125629260648159e5f8,True,False,True,crypto-encryption-decryption-overview,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encryption-decryption-overview,
1245,document-branch,开发,4,加解密算法规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密算法规格,0002017860248125622547c89e8d2d41,0002017860248125629260648159e5f8,False,True,True,crypto-encrypt-decrypt-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encrypt-decrypt-spec,
1246,document,开发,5,对称密钥加解密算法规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密算法规格 > 对称密钥加解密算法规格,000201786024812562506ca314e95ca1,0002017860248125622547c89e8d2d41,True,False,True,crypto-sym-encrypt-decrypt-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sym-encrypt-decrypt-spec,
1247,document,开发,5,非对称密钥加解密算法规格,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密算法规格 > 非对称密钥加解密算法规格,000201786024812562566ee81f0f728e,0002017860248125622547c89e8d2d41,True,False,True,crypto-asym-encrypt-decrypt-spec,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-asym-encrypt-decrypt-spec,
1248,document,开发,5,分段加解密说明,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密算法规格 > 分段加解密说明,00020178602481256260328b5c05d994,0002017860248125622547c89e8d2d41,True,False,True,crypto-encrypt-decrypt-by-segment,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encrypt-decrypt-by-segment,
1249,document-branch,开发,4,加解密开发指导,开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导,000201786024812562329365275a2c87,0002017860248125629260648159e5f8,False,True,True,crypto-encrypt-decrypt-dev,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-encrypt-decrypt-dev,
1250,document,开发,5,使用AES对称密钥（GCM模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）加解密(ArkTS),0002017860248125625122bac5035e6b,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-gcm,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm,
1251,document,开发,5,使用AES对称密钥（GCM模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）加解密(C/C++),000201786024812562544b9b729735bc,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-gcm-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm-ndk,
1252,document,开发,5,使用AES对称密钥（CCM模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）加解密(ArkTS),000201786024812562608ee6be3ac06a,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-ccm,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm,
1253,document,开发,5,使用AES对称密钥（CCM模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）加解密(C/C++),000201786024812562615fde0202e5e1,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-ccm-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm-ndk,
1254,document,开发,5,使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CCM模式）参数为AeadParamsSpec加解密(ArkTS),000201786024812562634b117e480844,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-ccm-new,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ccm-new,
1255,document,开发,5,使用AES对称密钥（CBC模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CBC模式）加解密(ArkTS),0002017860248125626554f2ca04f79e,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-cbc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-cbc,
1256,document,开发,5,使用AES对称密钥（CBC模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（CBC模式）加解密(C/C++),0002017860248125626611379e461968,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-cbc-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-cbc-ndk,
1257,document,开发,5,使用AES对称密钥（ECB模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（ECB模式）加解密(ArkTS),000201786024812562665693e5129cca,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-ecb,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ecb,
1258,document,开发,5,使用AES对称密钥（ECB模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（ECB模式）加解密(C/C++),0002017860248125626682bae0170546,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-ecb-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-ecb-ndk,
1259,document,开发,5,使用AES对称密钥（GCM模式）分段加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）分段加解密(ArkTS),0002017860248125626745e736eea3da,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-gcm-by-segment,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm-by-segment,
1260,document,开发,5,使用AES对称密钥（XTS模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（XTS模式）加解密(ArkTS),0002017860248125626776c9d926ed55,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-xts,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-xts,
1261,document,开发,5,使用AES对称密钥（GCM模式）分段加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用AES对称密钥（GCM模式）分段加解密(C/C++),00020178602481256268067c3c1bfb99,000201786024812562329365275a2c87,True,False,True,crypto-aes-sym-encrypt-decrypt-gcm-by-segment-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-aes-sym-encrypt-decrypt-gcm-by-segment-ndk,
1262,document,开发,5,使用DES对称密钥（ECB模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用DES对称密钥（ECB模式）加解密(ArkTS),000201786024812562684039bb22be61,000201786024812562329365275a2c87,True,False,True,crypto-des-sym-encrypt-decrypt-ecb,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-des-sym-encrypt-decrypt-ecb,
1263,document,开发,5,使用DES对称密钥（ECB模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用DES对称密钥（ECB模式）加解密(C/C++),000201786024812562686f81cba11390,000201786024812562329365275a2c87,True,False,True,crypto-des-sym-encrypt-decrypt-ecb-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-des-sym-encrypt-decrypt-ecb-ndk,
1264,document,开发,5,使用3DES对称密钥加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用3DES对称密钥加解密(ArkTS),000201786024812562688eaad49da5a9,000201786024812562329365275a2c87,True,False,True,crypto-3des-sym-encrypt-decrypt-ecb,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-3des-sym-encrypt-decrypt-ecb,
1265,document,开发,5,使用3DES对称密钥加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用3DES对称密钥加解密(C/C++),00020178602481256269361236abd1a6,000201786024812562329365275a2c87,True,False,True,crypto-3des-sym-encrypt-decrypt-ecb-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-3des-sym-encrypt-decrypt-ecb-ndk,
1266,document,开发,5,使用SM4对称密钥（ECB模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（ECB模式）加解密(ArkTS),0002017860248125626945610088dd42,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-ecb,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-ecb,
1267,document,开发,5,使用SM4对称密钥（ECB模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（ECB模式）加解密(C/C++),0002017860248125626988ca34ec200d,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-ecb-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-ecb-ndk,
1268,document,开发,5,使用SM4对称密钥（CBC模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（CBC模式）加解密(ArkTS),0002017860248125627005b45b106162,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-cbc,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-cbc,
1269,document,开发,5,使用SM4对称密钥（CBC模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（CBC模式）加解密(C/C++),000201786024812562703b02a05d3b2d,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-cbc-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-cbc-ndk,
1270,document,开发,5,使用SM4对称密钥（GCM模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（GCM模式）加解密(ArkTS),0002017860248125627041ac35f16d64,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-gcm,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-gcm,
1271,document,开发,5,使用SM4对称密钥（GCM模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（GCM模式）加解密(C/C++),000201786024812562705c205bf2c89f,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-gcm-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-gcm-ndk,
1272,document,开发,5,使用SM4对称密钥（GCM模式）分段加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（GCM模式）分段加解密(ArkTS),00020178602481256270631c5fae649a,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-gcm-by-segment,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-gcm-by-segment,
1273,document,开发,5,使用SM4对称密钥（GCM模式）分段加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用SM4对称密钥（GCM模式）分段加解密(C/C++),000201786024812562707512418ecc13,000201786024812562329365275a2c87,True,False,True,crypto-sm4-sym-encrypt-decrypt-gcm-by-segment-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-sm4-sym-encrypt-decrypt-gcm-by-segment-ndk,
1274,document,开发,5,使用ChaCha20对称密钥加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用ChaCha20对称密钥加解密(ArkTS),0002017860248125627085e6d33c3388,000201786024812562329365275a2c87,True,False,True,crypto-chacha20-encrypt-decrypt,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-chacha20-encrypt-decrypt,
1275,document,开发,5,使用ChaCha20对称密钥加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用ChaCha20对称密钥加解密(C/C++),000201786024812562709aef4842e976,000201786024812562329365275a2c87,True,False,True,crypto-chacha20-encrypt-decrypt-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-chacha20-encrypt-decrypt-ndk,
1276,document,开发,5,使用ChaCha20对称密钥（Poly1305模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用ChaCha20对称密钥（Poly1305模式）加解密(ArkTS),0002017860248125627102191d408173,000201786024812562329365275a2c87,True,False,True,crypto-chacha20-encrypt-decrypt-poly1305,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-chacha20-encrypt-decrypt-poly1305,
1277,document,开发,5,使用ChaCha20对称密钥（Poly1305模式）加解密(C/C++),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用ChaCha20对称密钥（Poly1305模式）加解密(C/C++),000201786024812562711bb85bf681c3,000201786024812562329365275a2c87,True,False,True,crypto-chacha20-encrypt-decrypt-poly1305-ndk,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-chacha20-encrypt-decrypt-poly1305-ndk,
1278,document,开发,5,使用RSA非对称密钥（PKCS1模式）加解密(ArkTS),开发 > 系统 > 安全 > Crypto Architecture Kit（加解密算法框架服务） > 加解密 > 加解密开发指导 > 使用RSA非对称密钥（PKCS1模式）加解密(ArkTS),000201786024812562712c817aea550b,000201786024812562329365275a2c87,True,False,True,crypto-rsa-asym-encrypt-decrypt-pkcs1,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/crypto-rsa-asym-encrypt-decrypt-pkcs1,
