id,project,upstream,source_status,build_status,http_status,http_code,original_login_status,username,password,portal_detail,display_url,real_app_url,build_error,runtime_error
ec107,767172261/Smart-home-and-smart-elderly-care-image-recognition-human-behavior-image-recognition-fall-recognitio,https://github.com/767172261/Smart-home-and-smart-elderly-care-image-recognition-human-behavior-image-recognition-fall-recognitio,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec107,http://127.0.0.1:18000/display/ec107/,http://127.0.0.1:18107/,,
ec108,FunMax-Edward/ESP32-Elderly-Fall-Detection-System,https://github.com/FunMax-Edward/ESP32-Elderly-Fall-Detection-System,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec108,http://127.0.0.1:18000/display/ec108/,http://127.0.0.1:18108/,,
ec109,onion119/Elderly_Care_System,https://github.com/onion119/Elderly_Care_System,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec109,http://127.0.0.1:18000/display/ec109/,http://127.0.0.1:18109/,,
ec110,QQ767172261/Smart-elderly-carefall-detection-and-alarm-for-the-elderlyintelligent-elderly-care-fall-detection-an,https://github.com/QQ767172261/Smart-elderly-carefall-detection-and-alarm-for-the-elderlyintelligent-elderly-care-fall-detection-an,cloned-verified,failed,not-tested,,not-tested,name,见私有凭据文档,http://127.0.0.1:18000/project/ec110,http://127.0.0.1:18000/display/ec110/,http://127.0.0.1:18110/,,
ec111,Tang1705/Intelligent-Elderly-Care,https://github.com/Tang1705/Intelligent-Elderly-Care,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec111,http://127.0.0.1:18000/display/ec111/,http://127.0.0.1:18111/,,
ec112,lsh-src/neusoft-elderly-care-system,https://github.com/lsh-src/neusoft-elderly-care-system,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec112,http://127.0.0.1:18000/display/ec112/,http://127.0.0.1:18112/,,
ec113,sbgumen/zhihui-yiyang,https://github.com/sbgumen/zhihui-yiyang,cloned-verified,failed,not-tested,,not-tested,_id,见私有凭据文档,http://127.0.0.1:18000/project/ec113,http://127.0.0.1:18000/display/ec113/,http://127.0.0.1:18113/,,
ec114,Smeraaa/elderly-care-app,https://github.com/Smeraaa/elderly-care-app,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec114,http://127.0.0.1:18000/display/ec114/,http://127.0.0.1:18114/,,
ec115,XueX258000/Intelligent-Emotional-Interaction-Assistant-for-the-Elderly,https://github.com/XueX258000/Intelligent-Emotional-Interaction-Assistant-for-the-Elderly,missing-or-failed,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec115,http://127.0.0.1:18000/display/ec115/,http://127.0.0.1:18115/,,
ec116,biukiu/disability-housing-system,https://gitee.com/biukiu/disability-housing-system,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec116,http://127.0.0.1:18000/display/ec116/,http://127.0.0.1:18116/,,
ec117,profpund/ymw-heal,https://gitee.com/profpund/ymw-heal,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec117,http://127.0.0.1:18000/display/ec117/,http://127.0.0.1:18117/,,
ec118,968626/Community-Elderly-Care-System,https://github.com/968626/Community-Elderly-Care-System,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec118,http://127.0.0.1:18000/display/ec118/,http://127.0.0.1:18118/,,
ec119,AwesomeWong/elder-care,https://github.com/AwesomeWong/elder-care,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec119,http://127.0.0.1:18000/display/ec119/,http://127.0.0.1:18119/,,
ec120,bishebao/ElderlyCareFacilityManagementSystem,https://github.com/bishebao/ElderlyCareFacilityManagementSystem,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec120,http://127.0.0.1:18000/display/ec120/,http://127.0.0.1:18120/,,
ec121,huaaweiCode/Nursing-home-management-system-based-on-spring-boot1,https://github.com/huaaweiCode/Nursing-home-management-system-based-on-spring-boot1,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec121,http://127.0.0.1:18000/display/ec121/,http://127.0.0.1:18121/,,
ec122,imfinefku/gerocomium,https://github.com/imfinefku/gerocomium,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec122,http://127.0.0.1:18000/display/ec122/,http://127.0.0.1:18122/,,
ec123,marspal-ai/smart-elderly-care,https://github.com/marspal-ai/smart-elderly-care,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec123,http://127.0.0.1:18000/display/ec123/,http://127.0.0.1:18123/,,
ec124,rainweb521/nursingHome,https://github.com/rainweb521/nursingHome,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec124,http://127.0.0.1:18000/display/ec124/,http://127.0.0.1:18124/,,
ec125,telawang91-dotcom/elderly-health-management,https://github.com/telawang91-dotcom/elderly-health-management,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec125,http://127.0.0.1:18000/display/ec125/,http://127.0.0.1:18125/,,
ec126,venti-klee/elder-ease,https://github.com/venti-klee/elder-ease,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec126,http://127.0.0.1:18000/display/ec126/,http://127.0.0.1:18126/,,
ec127,wang-buer/Nursing-home-management-system-based-on-spring-boot1,https://github.com/wang-buer/Nursing-home-management-system-based-on-spring-boot1,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec127,http://127.0.0.1:18000/display/ec127/,http://127.0.0.1:18127/,,
ec128,wangbuer1/Springboot-based-nursing-home-management-system-3,https://github.com/wangbuer1/Springboot-based-nursing-home-management-system-3,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec128,http://127.0.0.1:18000/display/ec128/,http://127.0.0.1:18128/,,
ec129,wanghao234/eldercare-system-web,https://github.com/wanghao234/eldercare-system-web,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec129,http://127.0.0.1:18000/display/ec129/,http://127.0.0.1:18129/,,
ec130,zhangsan594226632/Elderly-Care-Management-System,https://github.com/zhangsan594226632/Elderly-Care-Management-System,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec130,http://127.0.0.1:18000/display/ec130/,http://127.0.0.1:18130/,,
ec131,Zhidian2024/zhihuiyanglao-peizhen00,https://github.com/Zhidian2024/zhihuiyanglao-peizhen00,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec131,http://127.0.0.1:18000/display/ec131/,http://127.0.0.1:18131/,,
ec132,zspeter1902/aged-stage-platform,https://github.com/zspeter1902/aged-stage-platform,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec132,http://127.0.0.1:18000/display/ec132/,http://127.0.0.1:18132/,,
ec133,beginroad/bishe,https://gitee.com/beginroad/bishe,missing-or-failed,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec133,http://127.0.0.1:18000/display/ec133/,http://127.0.0.1:18133/,,
ec134,hngcadmin/nursing_home,https://gitee.com/hngcadmin/nursing_home,cloned-verified,built,http-verified,200,not-implemented,root,见私有凭据文档,http://127.0.0.1:18000/project/ec134,http://127.0.0.1:18000/display/ec134/,http://127.0.0.1:18134/,,
ec135,huichar/zzyl,https://gitee.com/huichar/zzyl,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec135,http://127.0.0.1:18000/display/ec135/,http://127.0.0.1:18135/,,
ec136,jerrylzh/aged-stage-platform,https://gitee.com/jerrylzh/aged-stage-platform,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec136,http://127.0.0.1:18000/display/ec136/,http://127.0.0.1:18136/,,
ec137,tuowei_1_0/zzyl,https://gitee.com/tuowei_1_0/zzyl,cloned-verified,built,http-verified,200,not-implemented,admin,见私有凭据文档,http://127.0.0.1:18000/project/ec137,http://127.0.0.1:18000/display/ec137/,http://127.0.0.1:18137/,,
ec138,3188628462-cmd/smart-elderly-platform,https://github.com/3188628462-cmd/smart-elderly-platform,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec138,http://127.0.0.1:18000/display/ec138/,http://127.0.0.1:18138/,,
ec139,Dddddduo/smart-community-elderly-care-management_frontend,https://github.com/Dddddduo/smart-community-elderly-care-management_frontend,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec139,http://127.0.0.1:18000/display/ec139/,http://127.0.0.1:18139/,,
ec140,Fankekeke/elderly_care_service_cos,https://github.com/Fankekeke/elderly_care_service_cos,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec140,http://127.0.0.1:18000/display/ec140/,http://127.0.0.1:18140/,,
ec141,Lee401127/Smart-Elderly-Care-Monitoring-System,https://github.com/Lee401127/Smart-Elderly-Care-Monitoring-System,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec141,http://127.0.0.1:18000/display/ec141/,http://127.0.0.1:18141/,,
ec142,mmm-collab/yanglaoAPP,https://github.com/mmm-collab/yanglaoAPP,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec142,http://127.0.0.1:18000/display/ec142/,http://127.0.0.1:18142/,,
ec143,shuangyulin/springboot160_zihuiyanglao,https://github.com/shuangyulin/springboot160_zihuiyanglao,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec143,http://127.0.0.1:18000/display/ec143/,http://127.0.0.1:18143/,,
ec144,geekit/ruchu-care,https://gitee.com/geekit/ruchu-care,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec144,http://127.0.0.1:18000/display/ec144/,http://127.0.0.1:18144/,,
ec145,ruichengtec/aged-service,https://gitee.com/ruichengtec/aged-service,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec145,http://127.0.0.1:18000/display/ec145/,http://127.0.0.1:18145/,,
ec146,cyb830/smart-elderly-care,https://gitee.com/cyb830/smart-elderly-care,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec146,http://127.0.0.1:18000/display/ec146/,http://127.0.0.1:18146/,,
ec147,lioyishiki/qushi,https://gitee.com/lioyishiki/qushi,cloned-verified,failed,not-tested,,not-tested,admin,见私有凭据文档,http://127.0.0.1:18000/project/ec147,http://127.0.0.1:18000/display/ec147/,http://127.0.0.1:18147/,,
ec148,mohaos/backend-of-e-guard,https://gitee.com/mohaos/backend-of-e-guard,missing-or-failed,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec148,http://127.0.0.1:18000/display/ec148/,http://127.0.0.1:18148/,,
ec149,ziyanlingxi/zhilao,https://gitee.com/ziyanlingxi/zhilao,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec149,http://127.0.0.1:18000/display/ec149/,http://127.0.0.1:18149/,,
ec150,hepengfei-xy/ai-xhzb-vue-ai3,https://gitee.com/hepengfei-xy/ai-xhzb-vue-ai3,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec150,http://127.0.0.1:18000/display/ec150/,http://127.0.0.1:18150/,,
ec151,itxinfei/zzyl-web,https://gitee.com/itxinfei/zzyl-web,missing-or-failed,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec151,http://127.0.0.1:18000/display/ec151/,http://127.0.0.1:18151/,,
ec152,mohaos/e-shouhu-UI,https://gitee.com/mohaos/e-shouhu-UI,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec152,http://127.0.0.1:18000/display/ec152/,http://127.0.0.1:18152/,,
ec153,tuowei_1/zzyl-web,https://gitee.com/tuowei_1/zzyl-web,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec153,http://127.0.0.1:18000/display/ec153/,http://127.0.0.1:18153/,,
ec154,LeiQingliang/silverpilot,https://github.com/LeiQingliang/silverpilot,cloned-verified,built,http-verified,200,not-implemented,CECSMS_DB_,见私有凭据文档,http://127.0.0.1:18000/project/ec154,http://127.0.0.1:18000/display/ec154/,http://127.0.0.1:18154/,,
ec155,eloisesss77-coder/SmartCare-AI-Studio,https://github.com/eloisesss77-coder/SmartCare-AI-Studio,cloned-verified,built,http-verified,200,not-implemented,admin,见私有凭据文档,http://127.0.0.1:18000/project/ec155,http://127.0.0.1:18000/display/ec155/,http://127.0.0.1:18155/,,
ec156,FBB123571/ElderCare-Humanoid-Platform,https://github.com/FBB123571/ElderCare-Humanoid-Platform,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec156,http://127.0.0.1:18000/display/ec156/,http://127.0.0.1:18156/,,
ec157,FENG-lxj/SmartGuard-Cloud-AIoT,https://github.com/FENG-lxj/SmartGuard-Cloud-AIoT,cloned-verified,built,http-verified,200,not-implemented,name,见私有凭据文档,http://127.0.0.1:18000/project/ec157,http://127.0.0.1:18000/display/ec157/,http://127.0.0.1:18157/,,
ec158,wp594458910/082-springboot-nursing-home-management,https://github.com/wp594458910/082-springboot-nursing-home-management,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec158,http://127.0.0.1:18000/display/ec158/,http://127.0.0.1:18158/,,
ec159,EricXu-0805/nmu-ad-language-training,https://github.com/EricXu-0805/nmu-ad-language-training,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec159,http://127.0.0.1:18000/display/ec159/,http://127.0.0.1:18159/,,
ec160,shajindi-gif/aging-ai-engine,https://github.com/shajindi-gif/aging-ai-engine,cloned-verified,failed,not-tested,,not-tested,,,http://127.0.0.1:18000/project/ec160,http://127.0.0.1:18000/display/ec160/,http://127.0.0.1:18160/,,
ec161,sunyu9463-blip/nursing-home-beds,https://github.com/sunyu9463-blip/nursing-home-beds,cloned-verified,built,display-only,200,not-implemented,,,http://127.0.0.1:18000/project/ec161,http://127.0.0.1:18000/display/ec161/,http://127.0.0.1:18161/,,
ec162,danish9670/eldercare,https://github.com/danish9670/eldercare,cloned-verified,built,display-only,200,not-implemented,,,http://127.0.0.1:18000/project/ec162,http://127.0.0.1:18000/display/ec162/,http://127.0.0.1:18162/,,
ec163,ruchu-opensource/ruchu-care,https://gitee.com/ruchu-opensource/ruchu-care,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec163,http://127.0.0.1:18000/display/ec163/,http://127.0.0.1:18163/,,
ec164,uuu-rongxin/health_elderly,https://gitee.com/uuu-rongxin/health_elderly,cloned-verified,built,http-verified,200,not-implemented,,,http://127.0.0.1:18000/project/ec164,http://127.0.0.1:18000/display/ec164/,http://127.0.0.1:18164/,,
ec165,zhai-guanghao/zzyl,https://gitee.com/zhai-guanghao/zzyl,cloned-verified,built,http-verified,200,not-implemented,admin,见私有凭据文档,http://127.0.0.1:18000/project/ec165,http://127.0.0.1:18000/display/ec165/,http://127.0.0.1:18165/,,
ec166,dengshaoke/zhihuiyanglao_backend,https://gitee.com/dengshaoke/zhihuiyanglao_backend,cloned-verified,built,http-verified,200,login-verified,admin,见私有凭据文档,http://127.0.0.1:18000/project/ec166,http://127.0.0.1:18000/display/ec166/,http://127.0.0.1:18166/,,
